用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U2094,闵贵兴,P44772,牛仔裤,服装,548.51,2024-10-02 06:09:34,5,2742.55,成都,女,43
U2168,任维震,P91477,香水,美妆,355.14,2024-02-26 19:08:37,2,710.28,天津,女,18
U8520,崔致俊,P71080,运动鞋,服装,805.38,2024-10-25 11:30:12,4,3221.52,苏州,男,40
U5556,水盛祥,P25281,洗发水,美妆,379.07,2024-09-05 18:07:21,2,758.14,广州,女,28
U3412,秦炎若,P66108,化妆刷套装,美妆,509.87,2024-05-02 17:36:47,2,1019.74,天津,男,55
U1772,孔信,P72852,智能手表,电子产品,853.29,2024-04-19 07:26:14,5,4266.45,苏州,男,51
U4819,金昌思,P59307,T恤,服装,538.18,2024-09-29 15:53:25,1,538.18,苏州,女,60
U1413,傅才航,P19450,遥控车,玩具,349.56,2024-05-09 22:10:21,2,699.12,深圳,女,32
U8230,田家,P23016,技术教材,书籍,575.84,2024-11-15 04:27:48,4,2303.36,上海,男,62
U3165,钱博利,P99750,技术教材,书籍,85.75,2024-11-22 14:47:48,3,257.25,天津,女,24
U6830,葛邦榕,P42388,沙发,家居,1374.77,2024-10-12 04:24:33,5,6873.85,上海,女,24
U3264,祝致志,P16553,夹克,服装,55.5,2024-05-30 07:49:13,4,222.0,杭州,女,25
U9316,钮泰,P44984,哑铃,运动,553.16,2024-07-15 03:14:37,3,1659.48,武汉,男,23
U4591,管子朋,P32978,芭比娃娃,玩具,77.12,2024-08-30 01:11:35,5,385.6,广州,女,59
U7715,骆勇有,P11579,防晒霜,美妆,144.23,2024-08-04 16:47:56,3,432.69,上海,男,56
U9446,计刚伟,P17051,人物传记,书籍,705.3,2024-02-09 22:04:57,1,705.3,苏州,女,55
U4824,霍仁,P60942,平板电脑,电子产品,1655.81,2024-03-25 20:08:27,5,8279.05,成都,男,49
U5289,元厚宁,P74904,山地车,运动,735.02,2024-06-04 01:15:34,1,735.02,西安,男,50
U4603,贲琛,P32691,收纳盒,家居,3369.09,2024-07-08 17:47:45,4,13476.36,武汉,男,28
U3323,臧善峰,P11596,羽绒服,服装,361.11,2024-07-20 01:56:06,5,1805.55,武汉,男,52
U3559,汪先安,P27568,山地车,运动,597.38,2024-07-10 23:05:43,1,597.38,杭州,女,47
U4872,杭力,P67608,哑铃,运动,722.82,2024-01-26 08:13:12,3,2168.46,杭州,女,29
U5400,廉伦,P55093,台灯,家居,3223.55,2024-09-13 18:25:09,1,3223.55,西安,女,42
U3156,彭以进,P96624,洗发水,美妆,457.0,2024-04-21 10:00:42,5,2285.0,深圳,男,41
U6430,卜建军,P73528,瑜伽垫,运动,506.66,2024-03-29 04:36:35,1,506.66,杭州,女,39
U6608,蓝和,P25660,夹克,服装,838.27,2024-06-15 14:22:51,1,838.27,成都,男,53
U9739,丁善毅,P99250,羽毛球拍,运动,832.19,2024-05-31 01:34:19,1,832.19,深圳,男,32
U8868,罗斌,P66923,沙发,家居,2010.97,2024-05-05 07:24:06,5,10054.85,重庆,女,58
U9128,蓝斌勇,P71952,智能手机,电子产品,6681.64,2024-10-15 17:00:22,1,6681.64,杭州,男,42
U6038,林海波,P55412,瑜伽垫,运动,536.16,2024-08-13 06:14:33,2,1072.32,深圳,女,51
U3014,祁中波,P51401,收纳盒,家居,1687.86,2024-08-23 06:53:16,3,5063.58,南京,女,54
U2314,明振行,P67938,瑜伽垫,运动,737.96,2024-12-22 03:37:59,4,2951.84,武汉,女,59
U3912,项震轮,P56098,餐桌,家居,134.43,2024-07-12 19:57:13,3,403.29,武汉,男,27
U4351,诸龙军,P80192,收纳盒,家居,2720.5,2024-05-15 23:43:56,4,10882.0,广州,女,59
U6579,徐宏建,P39539,口红,美妆,779.56,2024-10-12 04:31:26,1,779.56,北京,女,42
U5844,胡飞刚,P99466,乐高积木,玩具,275.85,2024-01-17 06:19:23,4,1103.4,重庆,女,51
U6190,元新武,P18738,拼图,玩具,541.94,2024-03-28 21:06:10,1,541.94,西安,女,28
U3657,岑清军,P54067,口红,美妆,197.45,2024-08-17 07:56:44,3,592.35,重庆,男,19
U2139,皮楠斌,P83660,连衣裙,服装,399.86,2024-08-03 20:43:35,4,1599.44,深圳,女,47
U8117,柏震,P42768,口红,美妆,37.07,2024-02-19 09:30:55,3,111.21,杭州,女,34
U1654,谢永俊,P10368,智能手机,电子产品,3996.14,2024-10-20 14:35:46,5,19980.7,苏州,男,48
U6456,夏承全,P19623,香水,美妆,118.78,2024-11-07 18:19:21,2,237.56,武汉,女,61
U4979,梁河,P51509,香水,美妆,665.53,2024-09-01 14:03:46,5,3327.65,苏州,男,52
U7800,邵茂世,P78434,变形金刚,玩具,546.06,2024-03-20 04:30:04,1,546.06,武汉,男,18
U2010,成俊武,P67430,毛绒玩具,玩具,247.4,2024-07-08 16:50:49,4,989.6,成都,男,22
U2572,田腾友,P13495,遥控车,玩具,127.24,2024-02-20 20:51:06,3,381.72,重庆,女,35
U9538,路鹏豪,P22939,科幻小说,书籍,318.34,2024-06-21 20:14:45,4,1273.36,杭州,女,59
U2621,史若浩,P16506,牛仔裤,服装,422.54,2024-03-02 00:58:03,3,1267.62,苏州,女,32
U8349,宗和民,P93589,科幻小说,书籍,577.1,2024-01-01 21:45:36,5,2885.5,天津,男,53
U4390,安世仁,P96204,卫衣,服装,334.57,2024-05-10 09:53:42,5,1672.85,广州,男,39
U7134,汤时军,P98955,人物传记,书籍,428.22,2024-04-06 09:20:02,3,1284.66,天津,男,38
U1137,高伦生,P69575,办公椅,家居,3913.17,2024-12-22 20:38:14,1,3913.17,深圳,女,24
U6656,舒山福,P21076,连衣裙,服装,810.16,2024-08-12 10:08:56,3,2430.48,苏州,男,53
U9601,季彬,P22275,历史书籍,书籍,623.96,2024-01-08 07:47:45,4,2495.84,上海,女,63
U5924,彭子,P69118,科幻小说,书籍,842.44,2024-06-29 00:46:02,3,2527.32,西安,女,38
U3693,昝朋泰,P19511,口红,美妆,672.48,2024-06-23 10:43:27,1,672.48,成都,男,32
U7717,酆群,P27967,粉底液,美妆,549.49,2024-09-21 01:56:26,3,1648.47,广州,男,57
U6660,祝广,P33319,毛绒玩具,玩具,501.69,2024-06-26 09:08:43,4,2006.76,西安,男,57
U4312,李良群,P72181,桌游,玩具,804.78,2024-05-09 19:16:46,2,1609.56,天津,男,20
U8915,樊炎友,P16237,遥控车,玩具,187.03,2024-11-23 00:46:14,4,748.12,成都,女,40
U4790,鲁谦善,P73949,口红,美妆,524.42,2024-09-23 08:53:23,1,524.42,武汉,女,64
U6076,项若,P80459,技术教材,书籍,505.21,2024-04-12 08:14:00,1,505.21,天津,女,21
U7197,闵胜致,P39787,技术教材,书籍,774.26,2024-04-15 01:51:12,5,3871.3,重庆,男,63
U1607,熊天,P65332,变形金刚,玩具,603.19,2024-07-15 21:57:15,3,1809.57,苏州,男,52
U8215,高乐固,P19320,心理学,书籍,579.42,2024-07-02 12:38:09,5,2897.1,成都,男,43
U7246,奚家泰,P48479,平板电脑,电子产品,1337.02,2024-12-15 19:41:21,4,5348.08,西安,男,33
U4720,邓江朗,P95649,漫画,书籍,49.12,2024-06-27 12:02:04,3,147.36,成都,男,63
U9689,伍冠振,P22433,蓝牙耳机,电子产品,5163.16,2024-09-25 11:30:14,3,15489.48,西安,男,65
U6624,干旭,P35335,抱枕,家居,1744.61,2024-02-26 09:12:20,1,1744.61,天津,女,53
U6022,范俊永,P40660,跑步鞋,运动,220.93,2024-07-30 21:18:44,1,220.93,杭州,男,50
U8215,应福榕,P86904,口红,美妆,556.5,2024-02-12 11:38:45,5,2782.5,成都,女,36
U2134,汪以翰,P87578,收纳盒,家居,3423.94,2024-07-15 15:01:59,5,17119.7,上海,男,65
U3377,田心诚,P42340,牛仔裤,服装,175.95,2024-12-01 07:18:16,1,175.95,成都,男,25
U7489,计敬博,P42461,毛绒玩具,玩具,563.65,2024-12-24 05:03:55,1,563.65,上海,女,22
U5280,施辉林,P35559,收纳盒,家居,4145.25,2024-12-04 04:06:45,4,16581.0,西安,男,25
U5529,湛心,P39364,桌游,玩具,816.46,2024-03-04 22:22:57,4,3265.84,成都,男,47
U8864,危策,P17443,洗发水,美妆,78.5,2024-08-14 23:00:30,4,314.0,西安,男,24
U5301,崔祥文,P39975,乐高积木,玩具,520.54,2024-07-21 21:33:55,4,2082.16,深圳,女,21
U1982,郭鸣谦,P38193,桌游,玩具,157.49,2024-06-05 20:16:47,1,157.49,北京,女,26
U8430,成光,P96638,芭比娃娃,玩具,452.91,2024-06-21 15:46:49,4,1811.64,上海,男,41
U7456,郭昌,P33088,洗发水,美妆,849.7,2024-11-20 03:10:13,2,1699.4,重庆,男,34
U7235,常武福,P25935,餐桌,家居,3596.59,2024-07-06 09:15:51,3,10789.77,北京,男,41
U7427,臧志,P59444,面霜,美妆,839.32,2024-08-07 07:21:14,5,4196.6,杭州,男,29
U6176,彭毅毅,P33117,漫画,书籍,221.81,2024-02-19 11:06:01,5,1109.05,重庆,女,58
U1872,沈谦,P72831,拼图,玩具,696.65,2024-12-20 08:25:54,2,1393.3,广州,女,48
U7169,成飞建,P72975,漫画,书籍,242.66,2024-06-22 03:25:06,4,970.64,南京,男,49
U3408,霍贵博,P26786,瑜伽垫,运动,796.21,2024-06-13 16:03:58,2,1592.42,北京,女,24
U8440,危雄星,P66283,化妆刷套装,美妆,411.52,2024-12-01 12:48:01,2,823.04,武汉,女,18
U1887,祁岩邦,P92761,台灯,家居,2300.49,2024-11-16 23:46:07,2,4600.98,重庆,女,54
U9284,强子,P64868,篮球,运动,119.21,2024-09-02 11:37:38,1,119.21,苏州,男,25
U9671,雷军,P49343,乐高积木,玩具,791.58,2024-02-27 12:14:06,2,1583.16,天津,女,44
U3807,阮彪,P80315,牛仔裤,服装,732.08,2024-01-02 22:01:46,5,3660.4,南京,男,52
U3901,邵岩士,P43345,乐高积木,玩具,594.27,2024-07-13 15:40:51,1,594.27,天津,男,54
U5430,席河冠,P36899,香水,美妆,808.24,2024-11-20 13:56:24,5,4041.2,杭州,女,53
U1593,施冠志,P87212,运动鞋,服装,167.0,2024-01-21 12:08:13,4,668.0,苏州,男,43
U9956,唐胜,P40981,历史书籍,书籍,473.13,2024-11-29 12:27:50,5,2365.65,西安,男,53
U2252,于伦辰,P28661,漫画,书籍,681.62,2024-12-24 14:10:21,2,1363.24,苏州,男,46
U8254,酆广,P72072,台灯,家居,3828.56,2024-11-18 16:18:49,3,11485.68,成都,男,23
U4498,伏先谦,P59974,蓝牙耳机,电子产品,7149.47,2024-10-31 07:44:43,2,14298.94,上海,男,40
U4002,伏志,P20887,夹克,服装,619.8,2024-04-01 09:33:38,5,3099.0,西安,女,32
U3335,莫永林,P24951,卫衣,服装,628.23,2024-04-05 02:28:23,2,1256.46,重庆,女,26
U3227,陶兴,P28244,羽毛球拍,运动,26.92,2024-11-17 22:44:24,3,80.76,武汉,女,20
U3992,廉翔,P39989,笔记本电脑,电子产品,2512.07,2024-03-20 00:45:42,5,12560.35,北京,女,57
U1250,卞亮河,P85719,心理学,书籍,103.36,2024-06-14 21:31:05,3,310.08,深圳,男,38
U8514,史波发,P30679,变形金刚,玩具,37.37,2024-01-18 23:06:09,4,149.48,武汉,男,25
U3749,安富有,P23929,面霜,美妆,753.74,2024-07-06 03:13:46,4,3014.96,苏州,男,64
U3701,戚壮松,P65510,智能手机,电子产品,1603.58,2024-01-14 14:27:25,2,3207.16,南京,女,62
U8201,管文,P80592,山地车,运动,307.55,2024-02-16 10:42:46,4,1230.2,北京,男,36
U9146,庞和生,P95052,哑铃,运动,793.03,2024-03-31 21:34:30,3,2379.09,天津,男,34
U8620,郎东彪,P96669,羽绒服,服装,739.26,2024-09-17 02:43:57,2,1478.52,苏州,女,51
U1634,方茂晨,P95211,T恤,服装,708.98,2024-12-26 03:51:13,2,1417.96,天津,女,19
U4747,宣建清,P28938,变形金刚,玩具,209.01,2024-01-27 10:43:13,4,836.04,深圳,女,59
U1662,酆德,P29460,洗发水,美妆,829.12,2024-04-18 04:09:07,3,2487.36,南京,女,23
U9061,喻盛,P59092,笔记本电脑,电子产品,2938.84,2024-05-07 01:37:35,4,11755.36,上海,男,50
U1795,毛和江,P36924,收纳盒,家居,3222.57,2024-11-22 12:05:42,1,3222.57,天津,男,38
U7359,伍福东,P33538,羽毛球拍,运动,810.29,2024-04-23 17:44:35,4,3241.16,深圳,男,64
U4335,贲胜力,P20870,牛仔裤,服装,625.42,2024-02-04 04:35:16,4,2501.68,北京,女,40
U6692,昝生保,P60213,连衣裙,服装,498.69,2024-12-19 20:59:55,4,1994.76,北京,男,40
U6225,方进思,P86424,充电宝,电子产品,996.58,2024-09-24 08:50:27,3,2989.74,广州,男,65
U6372,邬星富,P89431,台灯,家居,1911.91,2024-07-31 13:01:51,5,9559.55,上海,男,36
U9351,昌永策,P45862,智能手机,电子产品,7597.55,2024-03-18 13:54:28,2,15195.1,成都,女,26
U7060,孙良义,P10706,办公椅,家居,2059.63,2024-09-02 09:55:43,5,10298.15,成都,女,43
U6324,经彪俊,P23648,山地车,运动,558.53,2024-11-12 19:24:45,3,1675.59,西安,男,64
U2289,毛达刚,P88954,技术教材,书籍,285.37,2024-08-16 10:40:42,5,1426.85,杭州,男,33
U4211,席清刚,P67208,面霜,美妆,167.74,2024-03-18 23:08:59,3,503.22,成都,男,27
U8717,伍学榕,P37522,科幻小说,书籍,659.8,2024-10-19 13:32:45,2,1319.6,杭州,男,39
U2496,左东雄,P55290,笔记本电脑,电子产品,950.15,2024-02-05 04:17:48,1,950.15,重庆,男,62
U8899,郁雄,P87151,T恤,服装,517.67,2024-04-25 07:44:29,1,517.67,重庆,女,42
U7947,方先茂,P54620,台灯,家居,1526.58,2024-12-06 01:38:00,4,6106.32,成都,男,47
U1247,于利启,P42953,羽毛球拍,运动,436.53,2024-05-05 15:26:09,5,2182.65,杭州,男,33
U2354,张斌鹏,P88101,篮球,运动,66.18,2024-04-17 10:34:08,5,330.9,西安,女,37
U9080,成昌文,P34518,显示器,电子产品,4334.9,2024-03-18 20:09:05,1,4334.9,天津,女,34
U6501,奚奇宏,P80964,拼图,玩具,728.14,2024-12-10 13:18:55,1,728.14,北京,女,37
U4781,花伟,P69092,心理学,书籍,510.25,2024-05-11 13:19:50,1,510.25,上海,女,19
U2478,狄世泰,P54973,香水,美妆,664.0,2024-07-06 08:39:05,5,3320.0,南京,女,19
U2399,席林力,P13887,抱枕,家居,1412.26,2024-06-30 22:58:43,5,7061.3,苏州,女,38
U8107,刁晨健,P52285,遥控车,玩具,801.96,2024-09-19 20:07:39,1,801.96,广州,男,48
U3313,潘富东,P65131,智能手表,电子产品,8381.59,2024-04-04 22:12:30,2,16763.18,广州,女,21
U1065,伍波家,P83057,面霜,美妆,432.04,2024-06-20 20:56:45,2,864.08,武汉,女,24
U2944,赵和栋,P96969,连衣裙,服装,486.73,2024-08-16 12:27:27,2,973.46,天津,男,62
U1139,禹林建,P43423,洗发水,美妆,729.87,2024-05-30 23:13:30,2,1459.74,苏州,男,49
U8378,蒋安,P80340,抱枕,家居,2751.76,2024-04-10 19:53:50,4,11007.04,北京,男,58
U2031,陶国祥,P42243,四件套,家居,3630.77,2024-10-24 22:36:05,1,3630.77,武汉,女,24
U1777,干雄,P24903,连衣裙,服装,779.2,2024-11-21 07:07:37,5,3896.0,深圳,男,39
U3775,汪兴进,P81795,平板电脑,电子产品,2290.84,2024-02-16 03:53:47,1,2290.84,西安,男,40
U7180,席力文,P34688,遥控车,玩具,726.87,2024-10-02 22:38:12,5,3634.35,北京,女,37
U5900,苏绍友,P98661,瑜伽垫,运动,208.98,2024-08-17 07:21:33,5,1044.9,南京,女,40
U9525,管山榕,P97579,化妆刷套装,美妆,306.1,2024-07-13 19:23:34,3,918.3,苏州,女,64
U8976,谈民,P78286,漫画,书籍,644.5,2024-09-18 11:24:01,5,3222.5,北京,女,57
U4138,卫龙宏,P88967,变形金刚,玩具,599.44,2024-04-13 20:57:58,2,1198.88,武汉,男,57
U8903,阮明亮,P49283,卫衣,服装,528.64,2024-09-06 06:26:57,4,2114.56,成都,男,28
U1132,窦光松,P99480,夹克,服装,197.74,2024-10-20 11:23:45,3,593.22,上海,女,24
U3012,江琛兴,P13555,收纳盒,家居,2407.66,2024-05-12 01:05:44,1,2407.66,广州,男,50
U3532,郎新新,P63910,科幻小说,书籍,428.14,2024-01-31 07:18:18,1,428.14,杭州,男,32
U3840,应克浩,P58827,四件套,家居,601.4,2024-06-27 19:34:42,5,3007.0,重庆,男,50
U8698,安江,P49517,面霜,美妆,301.87,2024-01-07 10:01:25,2,603.74,西安,男,34
U5767,柳文功,P88697,沙发,家居,1923.48,2024-04-24 19:04:06,3,5770.44,苏州,女,34
U1104,吉贵,P36288,蓝牙耳机,电子产品,6573.59,2024-07-01 14:46:05,5,32867.95,深圳,女,43
U7389,徐涛,P37620,历史书籍,书籍,805.03,2024-08-23 01:01:57,3,2415.09,天津,女,29
U1546,支奇群,P43982,口红,美妆,559.74,2024-01-30 02:57:57,2,1119.48,广州,女,27
U5287,顾善,P65256,平板电脑,电子产品,5368.52,2024-12-02 05:47:24,3,16105.56,成都,女,39
U1864,裘武弘,P82604,洗发水,美妆,582.54,2024-04-11 04:55:59,2,1165.08,杭州,女,33
U4259,夏航,P36016,瑜伽垫,运动,384.36,2024-12-15 13:06:35,3,1153.08,北京,女,34
U4146,蔡雄,P16893,漫画,书籍,778.57,2024-05-23 22:44:02,3,2335.71,上海,女,38
U7643,应彪,P51514,拼图,玩具,176.6,2024-03-20 03:35:59,5,883.0,西安,男,24
U8721,熊启行,P75754,卫衣,服装,217.23,2024-06-30 20:43:57,1,217.23,重庆,男,52
U1667,单河胜,P76848,历史书籍,书籍,628.91,2024-01-21 00:59:37,1,628.91,深圳,女,34
U9813,马胜中,P65829,显示器,电子产品,6558.93,2024-12-02 13:46:18,2,13117.86,杭州,女,48
U5627,谢谦航,P55660,办公椅,家居,3954.51,2024-11-25 09:08:43,5,19772.55,上海,男,58
U6692,干庆策,P73088,充电宝,电子产品,2338.73,2024-01-28 04:48:22,1,2338.73,上海,女,60
U9096,滕士健,P52475,毛绒玩具,玩具,125.38,2024-06-13 23:55:47,4,501.52,上海,男,31
U1541,常健天,P28521,T恤,服装,447.81,2024-01-13 11:52:21,4,1791.24,重庆,女,60
U5575,丁时永,P29293,办公椅,家居,3241.6,2024-12-22 00:50:26,1,3241.6,北京,女,48
U7942,卞鹏群,P60935,口红,美妆,478.64,2024-08-11 08:48:55,5,2393.2,西安,女,50
U8643,俞伦新,P69307,漫画,书籍,392.51,2024-10-28 07:19:08,3,1177.53,上海,女,56
U4473,孟时,P18924,技术教材,书籍,571.85,2024-08-26 01:54:32,1,571.85,武汉,女,18
U2201,樊成彪,P19522,防晒霜,美妆,262.93,2024-08-13 14:05:55,1,262.93,南京,女,18
U8548,昝宁震,P86291,芭比娃娃,玩具,599.95,2024-08-17 23:41:20,5,2999.75,北京,女,27
U2367,项全海,P37877,运动鞋,服装,324.37,2024-09-25 05:42:01,3,973.11,重庆,男,21
U3314,常泽栋,P90199,心理学,书籍,542.44,2024-09-22 15:18:25,5,2712.2,南京,男,33
U9070,水文,P53562,羽毛球拍,运动,772.9,2024-07-10 22:48:00,3,2318.7,杭州,男,23
U7646,喻敬发,P32233,防晒霜,美妆,49.26,2024-10-21 23:12:35,4,197.04,上海,女,42
U3754,彭奇思,P11611,香水,美妆,218.87,2024-11-19 04:41:07,2,437.74,上海,男,57
U4901,史子学,P78790,跑步鞋,运动,599.16,2024-07-27 07:07:22,3,1797.48,重庆,男,53
U7182,邹冠,P72876,科幻小说,书籍,772.0,2024-08-02 19:38:59,5,3860.0,杭州,女,30
U3670,韦功鹏,P71492,智能手表,电子产品,4182.7,2024-06-29 16:59:49,5,20913.5,北京,女,60
U6396,秦勇哲,P26556,运动鞋,服装,649.89,2024-11-15 07:25:39,1,649.89,成都,男,53
U8030,褚榕昌,P41275,台灯,家居,3455.75,2024-08-14 13:46:25,2,6911.5,北京,女,23
U5150,韩山,P80751,充电宝,电子产品,1909.81,2024-05-25 01:46:15,2,3819.62,南京,男,40
U7122,邓博超,P86221,收纳盒,家居,969.5,2024-02-28 01:43:09,5,4847.5,重庆,男,19
U4783,包炎康,P90316,蓝牙耳机,电子产品,5459.93,2024-10-24 13:17:51,2,10919.86,西安,男,29
U1437,孙翰,P70954,跳绳,运动,398.98,2024-12-30 05:00:35,1,398.98,深圳,女,26
U3496,贝才朋,P98343,芭比娃娃,玩具,566.66,2024-02-06 04:39:24,4,2266.64,深圳,女,51
U1823,殷梁海,P53863,毛绒玩具,玩具,118.32,2024-02-03 00:43:53,4,473.28,武汉,男,37
U9896,顾志,P27995,显示器,电子产品,5826.45,2024-05-24 19:06:38,1,5826.45,上海,女,38
U8186,强发,P65024,餐桌,家居,2039.0,2024-01-22 01:12:55,4,8156.0,苏州,男,32
U2296,丁子伯,P89795,沙发,家居,3120.7,2024-12-13 07:55:12,4,12482.8,广州,男,50
U5085,计辉,P62199,洗发水,美妆,598.73,2024-09-27 15:30:49,4,2394.92,北京,男,51
U3814,郎林国,P67996,山地车,运动,662.2,2024-12-03 04:07:28,2,1324.4,重庆,男,25
U2571,茅达文,P67019,收纳盒,家居,2050.75,2024-02-20 17:17:10,3,6152.25,西安,女,48
U4243,钟鸣永,P47631,山地车,运动,207.82,2024-05-09 19:39:26,2,415.64,广州,男,48
U8321,祝德,P36454,跑步鞋,运动,17.82,2024-04-14 13:23:36,3,53.46,苏州,女,64
U1087,米海,P84346,口红,美妆,106.01,2024-06-25 16:56:35,2,212.02,重庆,男,24
U7838,莫豪民,P77559,台灯,家居,514.77,2024-08-23 21:18:57,3,1544.31,南京,男,56
U3391,祁亨杰,P73679,显示器,电子产品,5160.49,2024-09-28 22:48:30,4,20641.96,苏州,女,33
U3484,危军士,P71241,粉底液,美妆,606.79,2024-10-11 04:59:39,5,3033.95,南京,女,40
U6403,麻朋雄,P71320,沙发,家居,3317.97,2024-07-10 07:38:22,2,6635.94,北京,女,45
U4675,臧思昌,P10752,台灯,家居,1587.14,2024-07-19 13:13:25,3,4761.42,广州,男,47
U9511,元子以,P78287,运动鞋,服装,516.06,2024-12-12 03:28:57,2,1032.12,成都,男,40
U4711,花光邦,P92884,蓝牙耳机,电子产品,3808.05,2024-11-18 09:12:16,5,19040.25,重庆,女,57
U9370,钱航,P21084,技术教材,书籍,334.94,2024-06-25 09:57:39,1,334.94,成都,女,29
U5009,丁祥,P34381,时尚杂志,书籍,565.08,2024-02-26 07:26:36,1,565.08,上海,女,52
U5768,钱和,P75020,漫画,书籍,113.71,2024-01-22 05:36:33,1,113.71,重庆,女,56
U8915,郁鹏,P92380,拼图,玩具,516.15,2024-07-07 00:59:31,3,1548.45,西安,女,40
U8837,昌中,P37364,香水,美妆,285.57,2024-02-12 19:13:51,1,285.57,深圳,女,55
U2939,禹林雄,P94695,香水,美妆,178.36,2024-07-17 05:26:32,5,891.8,成都,男,64
U6949,方涛伯,P84054,哑铃,运动,254.19,2024-05-26 17:38:44,3,762.57,上海,女,51
U4580,强成泰,P24149,台灯,家居,2769.12,2024-04-21 15:51:29,2,5538.24,南京,男,65
U6375,闵峰,P28869,科幻小说,书籍,463.54,2024-03-07 12:42:43,2,927.08,苏州,女,65
U1401,林建世,P69919,办公椅,家居,498.79,2024-02-23 08:05:06,2,997.58,南京,女,60
U4808,苏轮勇,P51244,牛仔裤,服装,269.49,2024-11-01 10:16:37,2,538.98,重庆,女,33
U9383,吕伦,P60500,羽毛球拍,运动,618.83,2024-07-29 05:55:20,1,618.83,深圳,男,22
U3613,夏博,P20808,充电宝,电子产品,4432.67,2024-12-16 13:23:58,4,17730.68,北京,女,58
U1659,姚建若,P16888,跳绳,运动,409.21,2024-01-27 04:36:56,4,1636.84,天津,男,37
U1920,杨峰福,P81947,科幻小说,书籍,667.07,2024-03-26 03:03:02,2,1334.14,南京,女,23
U2080,郁振,P93622,跳绳,运动,748.86,2024-02-05 09:13:22,4,2995.44,北京,女,24
U2368,昝树兴,P16972,智能手机,电子产品,1126.55,2024-06-27 13:46:30,1,1126.55,武汉,女,25
U5999,廉力功,P89947,夹克,服装,782.6,2024-08-28 22:10:51,2,1565.2,成都,男,20
U7308,章国辰,P15405,芭比娃娃,玩具,676.73,2024-08-14 16:42:37,5,3383.65,上海,男,62
U5741,于炎辰,P70695,桌游,玩具,499.09,2024-08-12 00:18:15,5,2495.45,广州,男,64
U4838,王飞,P44701,洗发水,美妆,348.36,2024-05-28 11:22:43,5,1741.8,西安,男,25
U5059,宣以,P66117,平板电脑,电子产品,4118.77,2024-04-26 09:28:51,1,4118.77,南京,女,64
U3779,汪健军,P65238,历史书籍,书籍,220.58,2024-09-11 12:52:23,4,882.32,西安,男,21
U7516,蔡奇,P11709,智能手机,电子产品,3491.92,2024-04-14 02:30:23,3,10475.76,重庆,男,52
U9571,窦信斌,P18336,收纳盒,家居,267.76,2024-10-09 06:25:02,4,1071.04,武汉,男,26
U4446,孔敬厚,P32126,遥控车,玩具,799.51,2024-03-17 15:17:34,1,799.51,天津,男,31
U3539,童鸣,P46501,防晒霜,美妆,790.98,2024-01-28 20:52:07,1,790.98,南京,男,29
U1915,孔涛风,P11191,跑步鞋,运动,648.81,2024-05-07 23:31:38,1,648.81,天津,女,59
U6611,廉琛,P70434,台灯,家居,4175.11,2024-07-10 08:47:23,5,20875.55,成都,女,58
U6841,余武启,P85460,T恤,服装,541.24,2024-01-19 00:11:05,2,1082.48,成都,男,45
U3495,张和光,P50148,充电宝,电子产品,7579.08,2024-06-01 10:10:53,5,37895.4,南京,男,33
U3413,盛行泰,P83103,智能手表,电子产品,6973.24,2024-01-14 05:44:30,5,34866.2,上海,女,61
U5426,任彪富,P32266,香水,美妆,288.7,2024-08-17 10:12:24,1,288.7,广州,男,57
U6657,沈楠若,P62493,台灯,家居,3815.07,2024-01-04 07:36:45,5,19075.35,重庆,男,36
U4781,娄辰,P89654,历史书籍,书籍,244.22,2024-04-12 23:28:59,5,1221.1,武汉,男,59
U6819,苏林天,P56068,瑜伽垫,运动,205.36,2024-07-02 03:42:17,5,1026.8,重庆,男,36
U6190,樊航,P42802,T恤,服装,364.92,2024-08-10 23:02:04,2,729.84,苏州,女,35
U4374,魏力涛,P48233,运动鞋,服装,75.05,2024-02-13 08:42:46,2,150.1,成都,女,53
U6074,闵钧,P16898,面霜,美妆,333.52,2024-06-13 13:59:54,3,1000.56,武汉,男,27
U7966,陶腾飞,P59379,抱枕,家居,1212.77,2024-11-01 11:53:20,1,1212.77,杭州,女,49
U8626,贾哲,P87426,毛绒玩具,玩具,609.38,2024-04-12 20:46:03,2,1218.76,武汉,男,45
U6982,韩国龙,P93900,时尚杂志,书籍,45.38,2024-05-21 12:03:43,4,181.52,成都,男,57
U7166,贲生行,P18580,拼图,玩具,571.76,2024-05-13 07:18:25,4,2287.04,重庆,女,44
U9445,苏贵翰,P59163,台灯,家居,759.48,2024-09-13 12:43:46,5,3797.4,深圳,男,29
U2058,张力,P97928,遥控车,玩具,751.75,2024-02-19 00:35:26,3,2255.25,成都,女,28
U9293,姚群江,P17415,变形金刚,玩具,718.62,2024-08-26 16:16:14,4,2874.48,深圳,男,31
U1730,萧成豪,P31146,笔记本电脑,电子产品,1443.78,2024-09-09 19:31:07,4,5775.12,广州,男,37
U1616,蒋博,P12799,篮球,运动,628.71,2024-11-05 17:04:01,2,1257.42,成都,男,57
U3725,梅策,P60742,充电宝,电子产品,3484.03,2024-11-30 02:42:14,4,13936.12,苏州,女,38
U2296,卜昌谦,P48267,T恤,服装,140.92,2024-03-09 12:14:44,5,704.6,南京,女,57
