用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U6823,康光,P88168,夹克,服装,651.37,2024-07-25 09:45:06,2,1302.74,广州,男,59
U4382,康兴国,P37983,蓝牙耳机,电子产品,4909.0,2024-09-23 18:16:22,2,9818.0,南京,男,62
U4858,邵腾翔,P41124,充电宝,电子产品,617.27,2024-12-29 21:30:26,2,1234.54,西安,男,22
U1650,于龙,P54414,人物传记,书籍,264.02,2024-01-29 00:05:16,4,1056.08,西安,男,47
U2279,包承,P52029,蓝牙耳机,电子产品,8374.94,2024-10-22 12:43:35,3,25124.82,杭州,女,51
U3233,左彬国,P74175,变形金刚,玩具,355.7,2024-07-27 17:23:17,2,711.4,广州,男,53
U7925,姜生,P71403,智能手机,电子产品,5508.05,2024-10-03 23:29:06,1,5508.05,苏州,女,46
U5844,康思健,P81460,哑铃,运动,414.83,2024-02-21 01:31:08,3,1244.49,苏州,女,35
U9838,俞生发,P45357,四件套,家居,1657.68,2024-04-02 03:22:16,1,1657.68,天津,男,24
U1968,严航利,P84829,防晒霜,美妆,847.42,2024-12-07 22:44:03,5,4237.1,西安,女,54
U5541,皮有心,P24053,跑步鞋,运动,949.73,2024-12-03 22:36:38,3,2849.19,天津,男,24
U8907,方思龙,P60439,卫衣,服装,336.97,2024-03-26 03:29:10,5,1684.85,上海,女,34
U5384,丁翔,P22040,智能手表,电子产品,4919.29,2024-03-01 13:42:20,4,19677.16,北京,男,54
U3184,齐清宏,P27416,粉底液,美妆,693.79,2024-08-30 03:15:29,1,693.79,重庆,男,29
U5504,缪星贵,P58723,餐桌,家居,2742.97,2024-01-15 23:22:15,3,8228.91,广州,女,31
U2736,顾顺鹏,P40289,餐桌,家居,3048.97,2024-04-15 00:07:15,2,6097.94,天津,女,38
U2679,胡梁平,P12336,平板电脑,电子产品,6618.16,2024-03-22 16:10:25,1,6618.16,上海,女,39
U1279,薛冠光,P23153,餐桌,家居,3232.19,2024-08-19 00:32:59,1,3232.19,重庆,女,56
U8643,李海良,P33766,芭比娃娃,玩具,468.79,2024-04-17 03:44:54,3,1406.37,武汉,男,30
U1733,柯时克,P96836,时尚杂志,书籍,469.93,2024-02-02 16:36:45,4,1879.72,南京,女,39
U7071,季先龙,P67731,口红,美妆,334.16,2024-04-17 21:11:26,5,1670.8,重庆,男,64
U6113,吉博冠,P76829,人物传记,书籍,563.89,2024-09-05 09:42:39,3,1691.67,重庆,女,41
U8038,冯承海,P19703,卫衣,服装,966.99,2024-09-17 08:00:35,5,4834.95,北京,女,55
U3439,廉信建,P71261,篮球,运动,394.24,2024-05-21 03:49:32,1,394.24,天津,女,44
U9490,李鹏文,P17613,山地车,运动,623.21,2024-05-11 14:34:52,4,2492.84,苏州,女,28
U9023,邵博克,P54407,跳绳,运动,727.5,2024-03-24 13:30:47,2,1455.0,北京,男,20
U7212,包家彬,P91207,平板电脑,电子产品,2380.95,2024-11-27 17:36:10,5,11904.75,杭州,女,34
U1057,莫世维,P58928,心理学,书籍,83.56,2024-10-03 21:17:23,1,83.56,苏州,女,42
U8060,谈会磊,P67444,跑步鞋,运动,733.45,2024-12-28 03:20:07,4,2933.8,北京,男,56
U1816,刁敬奇,P49354,桌游,玩具,529.19,2024-02-06 18:40:20,4,2116.76,成都,女,47
U5414,贲学,P72908,化妆刷套装,美妆,987.59,2024-01-12 11:20:42,3,2962.77,杭州,女,36
U4959,祁乐,P33846,运动鞋,服装,300.83,2024-09-08 15:15:22,2,601.66,南京,女,59
U8540,冯宁光,P69293,毛绒玩具,玩具,900.09,2024-05-16 11:06:39,1,900.09,天津,女,24
U1889,计雄,P49435,时尚杂志,书籍,907.88,2024-02-28 10:54:32,5,4539.4,苏州,男,34
U2355,禹保,P59651,羽绒服,服装,272.62,2024-11-07 16:52:47,4,1090.48,杭州,女,41
U5181,韦明冠,P22468,口红,美妆,720.6,2024-04-29 14:45:49,3,2161.8,杭州,女,30
U2883,和顺福,P32213,餐桌,家居,4038.06,2024-12-18 05:11:20,1,4038.06,武汉,女,55
U8320,单宏,P16038,运动鞋,服装,271.22,2024-04-05 08:25:00,5,1356.1,杭州,女,56
U2051,万山厚,P94066,山地车,运动,911.62,2024-09-02 05:37:00,5,4558.1,南京,男,18
U3245,邬健,P86097,智能手表,电子产品,2199.18,2024-11-04 00:05:34,2,4398.36,深圳,男,39
U9547,齐维,P45136,办公椅,家居,1645.63,2024-07-03 12:29:27,4,6582.52,成都,男,38
U7101,汤福安,P62590,牛仔裤,服装,933.22,2024-08-23 17:58:57,3,2799.66,南京,男,51
U8030,和善,P91679,乐高积木,玩具,482.83,2024-10-14 18:13:45,3,1448.49,成都,女,50
U1385,戚中国,P74325,桌游,玩具,434.78,2024-08-24 16:58:18,5,2173.9,苏州,男,64
U9194,田良,P41914,遥控车,玩具,420.57,2024-09-24 00:38:13,5,2102.85,成都,女,43
U8793,宋若家,P95504,变形金刚,玩具,241.93,2024-06-25 22:11:55,4,967.72,武汉,女,23
U3712,伍会清,P18021,连衣裙,服装,357.9,2024-07-31 15:31:51,1,357.9,广州,男,40
U9943,汤若,P25524,洗发水,美妆,978.76,2024-05-28 09:58:14,3,2936.28,北京,男,23
U5825,穆松弘,P72923,跑步鞋,运动,982.32,2024-01-20 03:42:06,5,4911.6,成都,女,33
U5131,花哲德,P95148,篮球,运动,518.63,2024-11-04 09:32:38,1,518.63,杭州,男,49
U1251,张邦胜,P92191,瑜伽垫,运动,351.32,2024-08-03 02:30:11,5,1756.6,深圳,男,20
U5806,庞栋,P37674,芭比娃娃,玩具,847.71,2024-04-12 18:36:06,4,3390.84,北京,男,57
U8227,汤宁炎,P50459,香水,美妆,530.14,2024-04-06 06:31:19,4,2120.56,广州,女,43
U1636,冯元元,P63797,哑铃,运动,761.33,2024-01-28 21:32:09,2,1522.66,北京,女,28
U3225,平学波,P87802,历史书籍,书籍,205.72,2024-01-17 10:29:54,3,617.16,深圳,男,26
U9475,刁朗飞,P29402,山地车,运动,872.18,2024-07-05 03:19:18,1,872.18,重庆,女,22
U7544,屈朋勇,P94340,毛绒玩具,玩具,393.75,2024-06-15 06:48:26,4,1575.0,深圳,女,18
U6845,花东,P33206,牛仔裤,服装,536.02,2024-11-13 06:52:29,3,1608.06,武汉,女,45
U8597,傅斌雄,P67919,面霜,美妆,369.26,2024-04-03 14:26:00,1,369.26,北京,男,42
U1072,何文豪,P47749,充电宝,电子产品,2195.47,2024-09-10 01:25:46,3,6586.41,天津,男,21
U8584,季河晨,P59986,餐桌,家居,784.16,2024-07-04 15:13:43,4,3136.64,成都,女,36
U9828,苗海冠,P39092,面霜,美妆,466.32,2024-05-05 23:47:43,1,466.32,深圳,男,26
U9312,方心士,P62982,台灯,家居,2919.67,2024-04-23 16:51:46,1,2919.67,重庆,女,26
U5240,元维伯,P58394,卫衣,服装,335.25,2024-10-09 21:11:50,3,1005.75,苏州,男,38
U2763,贺行,P62716,篮球,运动,808.31,2024-12-01 01:09:58,5,4041.55,苏州,女,34
U8492,邬树刚,P53526,抱枕,家居,494.7,2024-07-06 23:18:25,3,1484.1,西安,男,59
U7275,霍力宁,P18259,四件套,家居,3721.33,2024-03-26 21:29:47,1,3721.33,重庆,女,34
U7664,郁绍,P53883,抱枕,家居,1906.12,2024-01-31 17:50:27,5,9530.6,南京,女,22
U7573,殷勇腾,P99801,化妆刷套装,美妆,472.49,2024-01-01 18:35:43,5,2362.45,广州,女,38
U7884,舒震会,P57249,山地车,运动,677.84,2024-01-09 15:56:05,2,1355.68,成都,男,44
U2379,舒斌敬,P56974,人物传记,书籍,636.04,2024-04-18 07:13:51,3,1908.12,苏州,女,46
U3028,施永,P80970,充电宝,电子产品,7984.49,2024-02-11 14:50:21,3,23953.47,重庆,男,59
U1023,安心轮,P49240,充电宝,电子产品,8951.67,2024-12-28 05:39:36,5,44758.35,杭州,男,20
U2644,宣杰,P24521,粉底液,美妆,293.61,2024-03-08 05:46:14,1,293.61,西安,女,63
U8821,万全,P78940,笔记本电脑,电子产品,1889.88,2024-03-13 19:34:29,3,5669.64,天津,男,27
U3174,贝邦,P15258,时尚杂志,书籍,274.49,2024-02-26 15:08:54,1,274.49,苏州,女,65
U4617,董利松,P89607,智能手表,电子产品,9321.56,2024-08-06 14:02:25,5,46607.8,北京,男,63
U2510,陶伯东,P59808,充电宝,电子产品,798.18,2024-07-02 00:17:08,1,798.18,上海,男,21
U1288,高海以,P98259,跑步鞋,运动,335.42,2024-01-31 13:35:06,5,1677.1,广州,男,34
U8735,樊平梁,P31534,桌游,玩具,84.99,2024-09-10 12:25:48,5,424.95,上海,女,24
U5328,经乐全,P67910,心理学,书籍,646.23,2024-07-17 19:52:05,1,646.23,广州,女,36
U5262,卢启河,P21876,科幻小说,书籍,353.38,2024-12-18 00:33:43,1,353.38,上海,男,53
U4390,季雄,P49641,笔记本电脑,电子产品,2556.62,2024-08-19 12:56:09,4,10226.48,重庆,男,22
U9301,皮群家,P76521,乐高积木,玩具,170.9,2024-03-29 23:11:33,1,170.9,重庆,女,47
U6477,房俊,P92974,心理学,书籍,605.64,2024-12-07 20:06:36,2,1211.28,南京,女,42
U4492,雷光建,P16790,连衣裙,服装,494.47,2024-02-04 10:36:34,2,988.94,深圳,女,36
U9721,姜朗有,P44934,办公椅,家居,1071.33,2024-11-29 01:37:01,2,2142.66,上海,女,32
U6297,傅刚,P53386,拼图,玩具,527.85,2024-05-14 16:26:07,1,527.85,北京,女,42
U7130,于以俊,P96979,山地车,运动,124.8,2024-07-19 20:01:05,2,249.6,南京,女,28
U1831,柯友绍,P93008,台灯,家居,529.86,2024-10-16 09:31:52,5,2649.3,武汉,男,22
U8378,舒宏磊,P23256,T恤,服装,570.42,2024-08-16 04:09:37,5,2852.1,南京,女,49
U3785,危义东,P67471,连衣裙,服装,581.19,2024-07-05 04:40:12,5,2905.95,武汉,女,65
U5913,项伯富,P28711,充电宝,电子产品,9116.33,2024-02-01 19:22:58,1,9116.33,杭州,女,46
U1492,魏波才,P94434,乐高积木,玩具,142.27,2024-04-12 01:58:08,2,284.54,成都,女,31
U8088,谢辉力,P47761,收纳盒,家居,3368.97,2024-12-15 20:59:21,2,6737.94,西安,女,24
U8343,傅先士,P31164,粉底液,美妆,349.01,2024-06-11 08:39:29,2,698.02,西安,男,24
U7572,席士时,P28684,人物传记,书籍,287.3,2024-12-23 17:23:03,3,861.9,南京,男,18
U6474,姚中辰,P94913,科幻小说,书籍,421.84,2024-07-15 21:51:02,5,2109.2,北京,男,57
U3687,颜勇,P39533,收纳盒,家居,3619.72,2024-10-20 01:13:35,3,10859.16,上海,男,56
U7915,卫胜,P95809,卫衣,服装,681.58,2024-10-16 15:21:17,2,1363.16,武汉,女,51
U6157,邬全超,P79135,粉底液,美妆,287.19,2024-10-13 23:04:28,5,1435.95,深圳,男,29
U1009,祁刚昌,P12397,卫衣,服装,324.58,2024-04-16 16:51:03,4,1298.32,深圳,女,52
U7531,应成东,P70624,粉底液,美妆,214.54,2024-03-20 00:21:52,3,643.62,重庆,女,63
U2432,乐克会,P87248,化妆刷套装,美妆,786.17,2024-04-25 20:00:33,2,1572.34,广州,男,65
U9333,丁林,P52042,餐桌,家居,4214.68,2024-11-20 13:10:50,2,8429.36,杭州,女,35
U2208,丁林克,P51652,洗发水,美妆,99.22,2024-03-22 15:16:25,5,496.1,上海,男,40
U4500,俞海,P28075,跳绳,运动,567.97,2024-04-29 07:14:04,2,1135.94,上海,女,53
U1317,祝新邦,P54709,遥控车,玩具,435.76,2024-04-11 20:57:12,5,2178.8,北京,男,60
U3029,吴楠晨,P93379,跑步鞋,运动,317.08,2024-07-01 06:54:44,5,1585.4,重庆,女,34
U2893,戴若富,P18099,显示器,电子产品,7205.24,2024-03-04 21:45:30,3,21615.72,重庆,男,61
U7831,徐昌才,P96520,时尚杂志,书籍,372.66,2024-12-24 04:22:19,2,745.32,成都,男,52
U1442,廉风德,P93213,跑步鞋,运动,748.38,2024-11-01 00:57:58,2,1496.76,重庆,男,44
U5566,奚天诚,P47213,拼图,玩具,372.66,2024-12-14 17:58:23,1,372.66,重庆,女,56
U9944,郎山钧,P66204,变形金刚,玩具,916.12,2024-01-09 12:15:40,3,2748.36,成都,男,51
U4475,谢胜,P40166,牛仔裤,服装,992.33,2024-04-08 22:20:08,2,1984.66,南京,女,25
U2425,鲁绍志,P90396,遥控车,玩具,913.25,2024-03-06 22:48:10,3,2739.75,重庆,男,32
U2563,施晨梁,P53180,毛绒玩具,玩具,476.42,2024-07-25 08:25:47,4,1905.68,上海,女,56
U6465,强哲坚,P97079,历史书籍,书籍,687.49,2024-11-23 23:55:06,1,687.49,西安,男,33
U7939,经成,P98466,智能手机,电子产品,2848.97,2024-08-15 21:31:31,3,8546.91,杭州,女,55
U6489,金翔奇,P63080,牛仔裤,服装,137.28,2024-05-24 02:05:17,3,411.84,北京,男,38
U5738,杭贵宁,P97164,拼图,玩具,788.76,2024-01-10 18:18:29,5,3943.8,成都,男,36
U6942,胡之鹏,P11193,夹克,服装,548.37,2024-04-19 15:03:14,3,1645.11,杭州,男,45
U4264,罗平维,P80889,蓝牙耳机,电子产品,6726.02,2024-02-14 14:06:19,3,20178.06,上海,女,31
U4832,洪政振,P34532,乐高积木,玩具,316.59,2024-08-01 06:30:31,3,949.77,重庆,女,19
U7251,蒋达飞,P26365,技术教材,书籍,611.96,2024-12-21 05:31:57,2,1223.92,广州,男,41
U3440,诸刚,P49310,连衣裙,服装,230.83,2024-07-24 14:07:54,2,461.66,上海,女,31
U9778,尤朋亨,P93647,平板电脑,电子产品,5944.42,2024-03-08 17:00:15,5,29722.1,上海,女,62
U2341,龚勇海,P40039,牛仔裤,服装,246.81,2024-05-23 19:18:00,4,987.24,成都,男,35
U2416,水之中,P36915,收纳盒,家居,1133.07,2024-03-12 16:58:45,4,4532.28,苏州,女,34
U3624,杜克斌,P92307,芭比娃娃,玩具,235.44,2024-07-24 00:44:34,5,1177.2,南京,女,24
U6841,滕以,P62977,T恤,服装,953.94,2024-01-24 03:29:25,1,953.94,杭州,女,39
U3321,汤茂启,P68257,历史书籍,书籍,603.81,2024-11-07 12:59:38,4,2415.24,北京,女,32
U7711,莫壮宏,P83127,智能手机,电子产品,7300.3,2024-03-20 23:22:42,1,7300.3,武汉,男,27
U9753,宗海达,P63963,卫衣,服装,911.42,2024-02-09 04:21:01,3,2734.26,苏州,男,27
U9797,舒文杰,P99595,显示器,电子产品,4870.63,2024-01-12 08:28:50,3,14611.89,苏州,男,42
U6233,舒诚,P18078,办公椅,家居,1648.09,2024-03-02 21:26:06,5,8240.45,西安,男,51
U1145,周行,P24880,瑜伽垫,运动,339.56,2024-03-20 18:22:58,4,1358.24,广州,女,28
U6645,魏雄光,P14079,山地车,运动,416.94,2024-03-29 04:57:33,5,2084.7,成都,男,63
U4377,蔡思斌,P40369,粉底液,美妆,689.96,2024-11-22 04:00:56,3,2069.88,广州,男,39
U4807,穆海绍,P48928,跑步鞋,运动,321.83,2024-05-21 17:33:35,3,965.49,北京,男,31
U4047,穆谦,P25595,芭比娃娃,玩具,816.48,2024-02-27 20:46:13,2,1632.96,重庆,男,56
U2858,俞勇军,P37658,羽毛球拍,运动,736.72,2024-07-03 14:53:24,1,736.72,广州,男,61
U4851,昝腾,P43748,连衣裙,服装,594.41,2024-02-15 08:59:11,5,2972.05,武汉,男,47
U6919,彭亮奇,P99301,台灯,家居,1270.78,2024-01-18 06:17:45,3,3812.34,重庆,男,45
U2855,贺力军,P42108,瑜伽垫,运动,251.19,2024-06-06 18:32:17,3,753.57,杭州,女,23
U6976,任昌峰,P69675,篮球,运动,856.5,2024-08-23 08:59:25,2,1713.0,西安,女,30
U3487,窦策,P30789,充电宝,电子产品,6866.87,2024-03-21 23:42:00,3,20600.61,北京,男,32
U3971,柳平明,P91446,智能手机,电子产品,7126.03,2024-06-10 11:31:13,1,7126.03,北京,女,42
U1010,元有,P81934,充电宝,电子产品,2506.34,2024-05-03 06:19:57,1,2506.34,武汉,男,37
U6763,卫东,P50792,科幻小说,书籍,511.68,2024-07-26 10:15:35,3,1535.04,广州,男,52
U8688,米心国,P64335,羽毛球拍,运动,693.52,2024-01-30 14:01:15,3,2080.56,南京,女,42
U1553,谈伯坚,P16930,技术教材,书籍,576.75,2024-09-20 10:35:54,5,2883.75,深圳,男,51
U6567,邱良之,P25837,心理学,书籍,443.54,2024-07-23 18:02:00,3,1330.62,武汉,女,26
U7547,胡光,P17486,智能手表,电子产品,8520.21,2024-06-12 17:38:29,1,8520.21,北京,男,44
U9779,时政,P17930,显示器,电子产品,2977.51,2024-04-16 04:10:16,2,5955.02,武汉,女,19
U6393,江有时,P77482,羽毛球拍,运动,492.09,2024-07-28 05:23:16,2,984.18,广州,女,45
U9072,凌星辰,P63235,口红,美妆,102.26,2024-05-19 13:32:03,2,204.52,广州,女,34
U4337,禹若光,P27358,运动鞋,服装,568.84,2024-12-29 13:05:45,3,1706.52,苏州,女,19
U8367,房振克,P56558,心理学,书籍,590.8,2024-08-24 13:35:40,2,1181.6,西安,女,48
U6635,时盛民,P29834,跑步鞋,运动,214.7,2024-11-28 02:42:33,5,1073.5,西安,男,20
U6700,穆栋,P19852,牛仔裤,服装,196.55,2024-07-05 03:40:27,4,786.2,北京,女,34
U3797,范冠航,P71545,科幻小说,书籍,150.85,2024-07-16 15:13:10,5,754.25,天津,女,60
U9826,时贵奇,P73006,智能手机,电子产品,637.03,2024-08-16 03:54:10,2,1274.06,上海,男,51
U4424,严仁健,P93839,充电宝,电子产品,9629.8,2024-02-20 08:04:28,4,38519.2,深圳,男,36
U6771,朱裕,P25678,篮球,运动,88.46,2024-12-10 01:39:00,1,88.46,深圳,男,62
U6559,凤以之,P69500,运动鞋,服装,75.03,2024-09-10 18:11:06,5,375.15,广州,男,31
U4367,滕天全,P69384,连衣裙,服装,324.78,2024-10-13 04:12:01,4,1299.12,深圳,女,25
U9835,纪政东,P41152,化妆刷套装,美妆,246.74,2024-02-10 03:46:06,3,740.22,重庆,男,44
U2082,危辰梁,P10932,跳绳,运动,920.52,2024-12-25 05:01:32,1,920.52,广州,男,57
U6810,潘达,P59194,香水,美妆,407.91,2024-06-09 08:08:43,5,2039.55,广州,男,47
U4369,贺宁元,P90226,智能手表,电子产品,6320.04,2024-11-03 23:16:34,3,18960.12,上海,女,28
U2425,闵腾,P15562,时尚杂志,书籍,990.4,2024-07-17 22:06:31,4,3961.6,杭州,男,26
U1040,贾诚腾,P29746,T恤,服装,271.71,2024-06-19 07:48:57,2,543.42,广州,女,56
U5583,李新泽,P82321,四件套,家居,4758.04,2024-09-15 01:50:36,2,9516.08,广州,男,64
U9588,狄梁,P85605,防晒霜,美妆,111.35,2024-02-10 16:55:26,2,222.7,南京,男,35
U6765,宋全树,P46855,洗发水,美妆,32.85,2024-01-03 01:21:26,5,164.25,重庆,女,45
U3428,洪行榕,P29225,化妆刷套装,美妆,571.88,2024-05-05 07:42:07,1,571.88,广州,男,30
U5910,韦功飞,P37991,夹克,服装,348.4,2024-08-13 13:41:05,4,1393.6,南京,女,43
U2082,贺峰永,P67516,科幻小说,书籍,72.77,2024-05-17 00:29:36,5,363.85,杭州,男,42
U6862,杜河,P33171,乐高积木,玩具,147.73,2024-07-17 08:25:27,3,443.19,广州,男,42
U1808,许乐,P90047,人物传记,书籍,536.65,2024-04-30 19:08:14,4,2146.6,北京,男,25
U9405,盛宁,P67899,台灯,家居,2762.61,2024-10-31 23:07:45,4,11050.44,武汉,男,33
U4401,杨若亮,P53352,乐高积木,玩具,632.11,2024-11-07 18:34:50,3,1896.33,南京,男,32
U8367,管泰勇,P76808,羽绒服,服装,400.61,2024-02-09 12:59:45,5,2003.05,广州,男,44
U1542,米力弘,P32035,科幻小说,书籍,631.03,2024-08-23 20:14:39,1,631.03,成都,男,55
U5637,康达彬,P17941,篮球,运动,154.76,2024-07-19 16:00:26,1,154.76,苏州,女,41
U3869,卞士旭,P28992,显示器,电子产品,3351.41,2024-02-02 08:39:44,2,6702.82,深圳,女,41
U7567,葛林祥,P92570,漫画,书籍,697.97,2024-10-28 19:05:42,3,2093.91,杭州,女,33
U2703,梅军振,P42225,化妆刷套装,美妆,608.66,2024-03-01 00:36:15,2,1217.32,深圳,女,64
U4095,贺昌明,P25606,粉底液,美妆,606.52,2024-01-22 16:24:19,4,2426.08,苏州,女,33
U3326,袁策,P26233,羽绒服,服装,691.53,2024-06-01 15:14:12,5,3457.65,广州,男,43
U8990,贝家冠,P49533,智能手机,电子产品,2682.44,2024-08-30 02:36:11,1,2682.44,天津,女,57
U9966,方民,P99862,面霜,美妆,702.47,2024-04-26 05:27:00,4,2809.88,北京,女,61
U6765,廉振,P79852,瑜伽垫,运动,400.41,2024-06-01 16:51:42,2,800.82,重庆,男,19
U3775,吉厚,P85310,牛仔裤,服装,102.46,2024-07-09 16:37:35,5,512.3,南京,女,37
U4296,岑德德,P36495,智能手表,电子产品,2237.9,2024-11-05 17:59:04,3,6713.7,杭州,女,51
U6442,费昌会,P12903,洗发水,美妆,994.03,2024-02-24 23:41:32,3,2982.09,西安,女,30
U6148,强元泽,P99400,面霜,美妆,269.23,2024-11-24 22:56:26,5,1346.15,北京,女,42
U2940,危翔,P32126,桌游,玩具,924.36,2024-08-23 03:13:22,2,1848.72,深圳,女,40
U1311,阮超彪,P76257,餐桌,家居,1325.65,2024-11-12 05:52:07,2,2651.3,天津,男,54
U8359,常广亮,P96598,心理学,书籍,717.5,2024-01-19 10:18:58,2,1435.0,成都,男,23
U9325,尤勇,P55762,沙发,家居,4027.46,2024-03-01 17:01:03,4,16109.84,成都,女,33
U4838,范发兴,P42608,化妆刷套装,美妆,33.85,2024-03-19 18:07:16,5,169.25,深圳,女,37
U6218,康毅政,P20588,跑步鞋,运动,391.04,2024-02-02 04:03:02,3,1173.12,杭州,男,63
U6213,蓝安新,P11892,香水,美妆,368.41,2024-07-21 20:55:07,5,1842.05,南京,女,28
U5401,傅生强,P94411,沙发,家居,3478.17,2024-09-12 02:57:58,4,13912.68,南京,女,22
U7006,龚会维,P89647,餐桌,家居,1001.21,2024-04-28 09:44:17,5,5006.05,天津,女,19
U9104,褚超才,P81782,平板电脑,电子产品,5599.97,2024-04-15 11:37:20,1,5599.97,广州,女,65
U6221,曹勇风,P58541,平板电脑,电子产品,9694.52,2024-12-22 23:20:42,1,9694.52,上海,男,38
U8471,狄栋伦,P33768,技术教材,书籍,344.09,2024-12-09 10:24:02,2,688.18,北京,男,57
U8877,魏诚,P45371,餐桌,家居,3753.14,2024-02-20 08:33:22,3,11259.42,杭州,男,62
U7864,杭博安,P86368,跑步鞋,运动,239.4,2024-02-25 08:00:50,2,478.8,深圳,女,60
U1293,伏浩,P11541,笔记本电脑,电子产品,8668.03,2024-04-22 14:41:01,4,34672.12,西安,男,27
U2420,姚俊新,P96738,遥控车,玩具,82.16,2024-12-17 12:45:35,1,82.16,广州,男,40
U9544,郭思生,P91837,变形金刚,玩具,401.06,2024-10-05 06:02:55,3,1203.18,广州,女,62
U6830,殷振福,P96406,心理学,书籍,399.72,2024-06-01 07:26:22,3,1199.16,杭州,男,64
U3331,滕策磊,P99153,面霜,美妆,696.34,2024-07-11 08:33:27,2,1392.68,苏州,女,33
U5124,潘政涛,P18694,跑步鞋,运动,827.84,2024-10-02 08:35:50,3,2483.52,苏州,男,49
U6912,卞有宏,P90433,羽绒服,服装,722.28,2024-06-30 00:26:13,5,3611.4,武汉,女,37
U2932,卜群伦,P17938,洗发水,美妆,200.88,2024-08-27 19:31:39,3,602.64,苏州,女,48
U7208,蓝中哲,P32243,技术教材,书籍,855.8,2024-05-21 20:10:53,5,4279.0,深圳,女,45
U3609,路辰,P65872,时尚杂志,书籍,836.32,2024-09-08 22:59:51,1,836.32,上海,男,22
U1341,酆茂振,P32337,毛绒玩具,玩具,295.34,2024-06-04 00:09:32,3,886.02,天津,男,40
U7780,姜鸣发,P89328,充电宝,电子产品,4134.25,2024-12-21 15:59:33,1,4134.25,西安,男,60
U5177,贾群,P85066,历史书籍,书籍,927.59,2024-05-03 03:17:03,2,1855.18,成都,男,61
U8694,狄信福,P14781,心理学,书籍,408.61,2024-11-20 12:22:22,2,817.22,武汉,女,29
U9865,麻震克,P64395,桌游,玩具,959.65,2024-08-20 03:18:39,5,4798.25,苏州,男,38
U7536,毕仁朗,P92763,羽毛球拍,运动,413.46,2024-12-24 23:25:50,3,1240.38,北京,男,20
U6194,谈钧河,P96207,牛仔裤,服装,779.18,2024-04-29 18:16:38,4,3116.72,深圳,男,35
U7166,褚泰,P16976,心理学,书籍,31.9,2024-08-07 16:02:07,2,63.8,上海,男,60
U3593,祁谦谦,P30763,香水,美妆,821.89,2024-04-22 15:17:01,4,3287.56,武汉,男,64
U8248,汤豪,P28716,充电宝,电子产品,9674.06,2024-10-19 10:41:37,2,19348.12,深圳,男,38
U7767,解泰震,P59331,羽绒服,服装,565.87,2024-07-05 12:33:06,3,1697.61,南京,女,23
U5465,徐发鸣,P85351,台灯,家居,4931.7,2024-05-10 14:33:19,2,9863.4,重庆,女,57
U6943,皮健海,P51974,化妆刷套装,美妆,623.01,2024-03-12 22:59:19,3,1869.03,成都,女,59
U7730,缪和波,P53749,拼图,玩具,840.56,2024-05-02 20:25:57,2,1681.12,杭州,女,37
U4226,常江群,P25740,充电宝,电子产品,8661.4,2024-06-15 06:07:43,2,17322.8,北京,女,27
U7164,孟才信,P98557,卫衣,服装,124.54,2024-08-19 15:57:37,3,373.62,广州,男,52
U1181,萧哲宏,P62746,乐高积木,玩具,800.83,2024-09-24 12:51:38,3,2402.49,广州,男,62
U3740,明振浩,P91161,毛绒玩具,玩具,843.54,2024-10-05 08:32:47,1,843.54,成都,男,32
U1290,岑彬松,P54625,餐桌,家居,1184.09,2024-05-28 03:37:00,3,3552.27,南京,男,33
U2598,喻涛祥,P83590,变形金刚,玩具,445.19,2024-11-13 06:38:28,4,1780.76,天津,男,41
U5787,皮政谦,P61659,时尚杂志,书籍,788.97,2024-10-03 05:40:27,3,2366.91,苏州,男,53
U5325,湛保,P47062,时尚杂志,书籍,390.08,2024-08-23 03:44:49,3,1170.24,上海,男,54
U1883,麻彪彬,P69331,平板电脑,电子产品,8997.67,2024-07-18 08:53:05,1,8997.67,苏州,男,22
U6785,薛伦河,P41273,四件套,家居,3386.02,2024-12-29 06:44:38,5,16930.1,杭州,女,49
U5993,章义,P73381,智能手表,电子产品,2825.85,2024-06-24 16:58:21,3,8477.55,杭州,男,55
U9419,夏翰松,P29870,卫衣,服装,563.15,2024-12-03 01:27:10,3,1689.45,武汉,男,49
U5237,成辉厚,P70645,口红,美妆,477.45,2024-03-02 12:55:35,2,954.9,南京,女,43
U1943,喻邦清,P75013,办公椅,家居,4304.93,2024-11-26 10:48:35,4,17219.72,苏州,男,54
U6080,彭泽风,P63420,羽毛球拍,运动,788.29,2024-05-22 23:15:51,1,788.29,上海,女,24
U5382,韦思斌,P50301,餐桌,家居,4140.17,2024-04-23 20:55:39,1,4140.17,深圳,男,55
U8416,洪哲宏,P57777,蓝牙耳机,电子产品,3405.01,2024-11-18 01:10:22,3,10215.03,苏州,男,22
U9029,俞泰峰,P50959,蓝牙耳机,电子产品,7395.88,2024-04-08 16:18:58,3,22187.64,成都,男,26
U7824,蒋绍,P56625,变形金刚,玩具,392.56,2024-11-18 13:47:13,5,1962.8,深圳,女,22
U6623,夏天斌,P78006,智能手表,电子产品,2594.54,2024-03-22 18:07:30,4,10378.16,武汉,男,58
U6586,云士,P64090,香水,美妆,941.77,2024-12-06 13:49:44,2,1883.54,上海,男,49
U7166,黄厚志,P82777,羽绒服,服装,139.68,2024-06-20 23:30:32,5,698.4,深圳,女,24
